id,tweet_content,harassment,IndirectH,PhysicalH,SexualH
2896,fuck that bald motherfucker i hate him ,0,0,0,0
4268,fucking pinaynude co cc free pics of gigi star slut video porn xxx elastic girls youtube dare room porn kevin feder ,1,0,0,1
4522, KakaEdition davidgotnohoes iNJR10i T slut never touched a girl ever b4 in his life,0,0,0,0
2675, Can everyone sending Please thank you x8f x8f turned that ,0,0,0,0
10417,i miss still my favourite team,0,0,0,0
3823,If someone if hungry and feel like a healthy wrap know that you can have a ava wrap at Sankofa Books amp Film store ,0,0,0,0
9710,bts has officially had new peak on hot with mic drop remix debuts at highest peak for a kpop group bts is the,0,0,0,0
6485,while namjoon twerking t co Qsocpzsp81 ,0,0,0,0
5510,Want to see my p say SHAVED amp WETT Buy one get one free video deal message me about it I ll send u price ,0,0,0,0
2243,Prime example of misogyny in the world of number of people you ve slept with is once I was talking to a friend ,0,0,0,0
7586,What the actual fuck I literally FORGOT ABOUT THIS Omg this literally unlocked a part of my brain that s been cl ,0,0,0,0
10339,i feel like my only contribution is sarcasm but thank you,0,0,0,0
7312, gur0kawa MOTHERFUC GRay thrashed around wildly in his hold immediately back to his overly violent edgy self ,0,0,0,0
9109, babyxhyunjin macawhee RBW MAMAMOO And what if you have a bias but you get wrecked by your bias wrecker That wil ,0,0,0,0
3033,RT neal katyal Here s what I said yest on Lawrence MSNBC Part 1 Trump emergency bogus amp will lose in Ct Part 2 Trump strategy appears ,0,0,0,0
3759, SarahSpain Speaking Frankly Pagano got them to the AFC championship ,0,0,0,0
7297,Hall amp Oates Alone Too Long ,0,0,0,0
6420, DigitalPreventionPlatform AVA Safeguard Against Violence amp Abuse amp Saffron have created a Digital Prevention P ,0,0,0,0
6535,RT uwusleepy this certifies it this is the seal on the fucking legend cap holy shit ava ,0,0,0,0
7971, ava rtbwweekly teambreakerbox shockefx1 amp bmsafokc says drivethedriven liveloveexpresslife realtalknreallife,0,0,0,0
10160,hatred is born of the mistaken idea that other people are the cause of your suffering,0,0,0,0
9403, mikerwatts ava The death penalty usually seems to be used by governments amp states where they are not too fussy ab ,0,0,0,0
10212,hmmm its true asli color to ab dikha hai,0,0,0,0
5239, me calls another calls t co bTKxoNPGRS ,0,0,0,0
7364, porn caroline interracial gangbang coeds german horny slutty tribbing belgium t co PjCQekMVTq ,1,0,0,1
2950,Is SarahSpain wearing her fucking hair on her ears ,0,0,0,0
2735, This smart sassy Happy birthday Ky bear x89 x9d x95 x8f Gilbert Arizona t co rMGSxlfLb4 ,0,0,0,0
3115,RT sierramayobean my dog cas does this rly cute stretch amp ever since we got him i ve been hyping his stretchies up by saying ooooo stret ,0,0,0,0
7746, cuttrogue masters1337 Nowhere Trump supporters Gamergate women ,0,0,0,0
4730,RT manilaluzon I knew my ORIGINAL Curves amp Swerves Period Gown may have been too risqu for television maxi pad commercials use blue liq ,0,0,0,0
10434,i promise you im much closer to that gif than youd think,0,0,0,0
2658, chupacabra scares x89 wanted chupacabra house actually because wa x89 t co SDO5ZXy2Zt ,0,0,0,0
2766, GalesStormy drowned chips gravy happy chopped off ,0,0,0,0
5726,Congrats to T shirt winners Mikey amp Ava Both exemplify great character ,0,0,0,0
10463,i think mirroring conventional sporting seasonstimelines could be a step in the right direction if executed well,0,0,0,0
10318,i dont even know who to support in sd love both teams,0,0,0,0
8080,It is what it is fuck what it was,0,0,0,0
3103, lfcEric cheated cousin excuse wanted prove she s don t marry Kicked x89 ,0,0,0,0
9227,RT DickieV Hey let s not forget to salute FrankMartin SC amp his GamecockMBB amp their surprising W over 14 in the nation Mississipli St ,0,0,0,0
3720, SarahSpain Somewhere in his home there s a pill box with Sunday Monday amp Tuesday still full,0,0,0,0
5824, AvalonDuhamel VampireEmperor9 I love you Ava,0,0,0,0
10201,hi derek we sincerely apologise for broadcasting the wrong promo ahead on tonight s episode of,0,0,0,0
9703,bree and jessica can adopt me any day,0,0,0,0
6175,RT IGGYAZALEA I can t wait to visit Sydney this month so I can eat 100 meat pies Beef Chicken satay Steak amp pepper Breakfast pie Ch ,0,0,0,0
8344,Me amp ava just took a fat ass nap ,1,0,1,0
7359, The girls shamed acacia sending nudes girls feminist workers lol ,1,0,0,1
5292,Just had a quickie on DirectCam amp I m ready for you now ,0,0,0,0
8328,RT LadyPantherLPP BrawlStars I love this game amp the community in it I ve met some pretty amazing individuals one day I hope to trave ,0,0,0,0
5207,RT JustinTrudeau When people come to Canada with their talents hopes amp dreams they come ready to work hard strengthen our communities ,0,0,0,0
8167, people still honestly wanted change chopped,0,0,0,0
9570,always wear a helmet if you re gonna start swinging,0,0,0,0
8099, Took bailed stuck throbbing horny cocktribute slut ,1,0,0,1
6094, FillerPolly British trump would anything including country people loyalty wife x89 ,0,0,0,0
7700, Morning sunshines happen t co 4BRZDwZSgM ,0,0,0,0
9996,for love to ever last mma,0,0,0,0
9910,drasco is a space cadet he is away with the fairies,0,0,0,0
10107,got to love paige shes the best,0,0,0,0
2988, Sometimes I feel really under snuggled and she d smell just like you d remember FUCK MA ISSUES,0,0,0,0
9017, lyawatha times walking eagle cannot t co 4IgBTdEE6e ,0,0,0,0
9702,breathing planet earth as seen today by japans himawari,0,0,0,0
2656, hughriminton billshortenmp Bill is going to behave like Dutto s lil slut Let s look at carbon cost amp resource of ,1,0,0,1
6121, It x89 s always think Boujee cause overly secure the x89 t co oiQMeqwe69 ,0,0,0,0
10316,i dont care how hard you think you are if you cant act like a man no one will respect you,0,0,0,0
4054, SoMeloDramatic purply honest here green chopped italian food ain t bou x89 t co epxeylQA0l ,0,0,0,0
5840,Gym addicted babe has asian creampie pussy nsfw orgasm wet horny pussy sex porn video xxx rt follow ,1,0,0,1
8335, Hot Beach Facial n t co tyPFfpW5KG cumshot sleeping mouth cumshot star x89 t co XyeW3IaBNb ,1,0,0,1
4041, brookIynmarvel really grabbed robot s hand t co hthl1JJwCg ,0,0,0,0
10502,id let deb boil my rice,0,0,0,0
3232,important legends question out of ava amp sara who would be in the popular clique and who would their 3 other popular friends be ,0,0,0,0
2812,I mean what s the fuckin point now Stupid yo ,0,0,0,0
7291,chiakana i don t read their events ava amp maru don t look ,0,0,0,0
2591,Ava seems to be doing fine with the new school amp all but this bird she s left behind is wearing me OUT needybirb ,0,0,0,0
8728, andredeIrey original stans can x89 t stand y x89 all Honeymoon sassy Madison Montgomery wannabes Acting x89 ,0,0,0,0
3840,RT taybrom if i don t like you then how are we fucking ,0,0,0,0
5813, SarahSpain KenTremendous In the past few years the only Network shows I ve really enjoyed are The Good Place amp Th ,0,0,0,0
2943, itsgodgabitch immortelIe Ava is good tho,0,0,0,0
6741,RT AvaMaxTeam Ava said in a recent interview that she unfortunately had to delay the release of Blood Sweat amp Tears since she still ha ,0,0,0,0
2554, TeaSpillYT girl i am just disgusted ,0,0,0,0
4802,RT breathinnn x Can I have smaller boobs please amp thanks,0,0,0,0
5938, Smileygirl19681 It s all about the money him and his slut daughter are all over the shop atm They are scum ,1,0,0,1
3827,I ve been able to focus on switching Ava s school transferring my job amp getting ready for these last 2 classes I h ,0,0,0,0
8076, sven sklave Lady Bizarr AdminLK FemdomDaily LatexLadies MigirlzM Royalty Promos MarketingBDSM You are lucky ,0,0,0,0
5175,RT missavamorse New release Crush out today Super fun song Buy or stream on all platforms Lyrics amp Music Written by Ava Morse ,0,0,0,0
9613,apac here are last weekends apac k final placements st nd,0,0,0,0
3177, He like fuck me bitch Oh my god his dick so big Oh my ass slut ass dick cock jailbait bbc gangbang ,1,0,0,1
3763,Goal Ava Dant lights the lamp 8 minutes into the final period Duxbury leads 6 0,0,0,0,0
6505,Been Told You amp amp Moni To Slut Me Out ,0,0,0,0
10402,i love pavlova lets hope that pete and manu still like it cracked,0,0,0,0
2445,RT MrWyattEarpLA It has been said in the past that Dems would tax the water we drink amp the air we breathe It s far far worse They want ,0,0,0,0
5483, brendatracy24 SarahSpain You re beautiful then now amp most of all on the inside ,0,0,0,0
10356,i have never heard so much pointless irrelevant pretentious chatter between two people as that between mel and cyn its totally boring,0,0,0,0
5979,I also sent these photos to Madame asking for her approval if this is inline with what she meant Her answer was ,0,0,0,0
8718,Check out Ava amp Viv Woman s Plus Size 1X Black Long Sleeve Tunic Top Blouse Shirt V Neck ,0,0,0,0
5959,RT prettyybrowning Unu likkle dutty boy love call ppl girl pitney hoe and slut issi why unu nuh ask unu mother why you and u siblings dem ,0,0,0,0
3223,RT ariesthoms jordyn woods and tristan thompson on their way to the homeless shelter ,0,0,0,0
7931, rorymwilliams84 BriannaWu We are in the DC area it s impacting our livelihood amp communities It is stressful to ,0,0,0,0
3814,WhatsApp I x89 m still LOLing t co XuJ0dgML7J ,0,0,0,0
7167, AvalancheTwitch you re a fucking king Ava,0,0,0,0
10177,her work makes me rethink my plans to move to mt vernon and pick remington instead,0,0,0,0
3407, OfConquering But she does like his other form but whatever he feels like and plowing her then he can probably en ,0,0,0,0
7142, SteveD4848 How dare she Honest people and children were killed in Manchester and this scum says that s fair ret ,0,0,0,0
9939,even browser versions between two different computers leads to a decryption time in hour,0,0,0,0
3665, MtnManMT6 SenSasse Either t co zQeAyzbxWW ,0,0,0,0
9384,I want to change my ava to jaemin alone because he s so fuckin gorgeous but renmin is more precious,0,0,0,0
6349, jus jurutha You ll chopped throat job lol ,0,0,0,0
10067,go on post the recipe for the tailless fish,0,0,0,0
6478, juliedonovan shaming girls nakey insta Twitter YOURE STILL ILLE x89 ,0,0,0,0
2188,christina christina christinas gone ya little tramp didn t leave any money to pay her so she left like a ,0,0,0,0
6479, StudentGoku x89 x9d x9dIf Olympics didn t medal Michael Phelps d it x89 x9d n Rules NEVER l x89 ,0,0,0,0
8177,Medicinal Cannabis Campaigner Vera Twomey Says Daughter Ava 8 is Now Pharmaceutical Free Follow us ,0,0,0,0
3986,Shamima Begum Lets break the name down Sham im a beg um Says it all really A sham she is British I am ,0,0,0,0
4153,RT csndra dwn HoW cAn YoU nOt ApPrEcIAtE a DrUnK tExT SOMEONE IS ABSOLUTELY DRUNK OFF THEIR FACE amp STILL THINKING OF U aaAaAaa ,0,0,0,0
8278, Does decide she x89 s gonna always secretly there ,0,0,0,0
4873, NikkieTutorials ugly giant whale whatever you x89 re RACIST x89 x8f ,0,0,0,0
4667,RT Elizaporn If are you daiting RT for fuck amp DM for Blowjob Retweet amp like to see more Full Videos Contac ,0,0,0,0
9056,RT g kohls 10 off and same day free shipping Check out Ava amp Viv Women s 3 4 Sleeve Pullover Sweater Black Gold Size 2X 20W 22W ,0,0,0,0
3183,ava rose bianca pureheart cartoon sex video creampie porn dirty anal interracial lesbians office porn oil ass open ,1,0,0,1
2670, maleficentt there black competitor Chopped time there all ,0,0,0,0
3611,Whenever crystallaguass amp ramirezleslieee came to the hospital to see Alexa I feel asleep with Leslie s music she was playing for Ava ,0,0,0,0
2165,one time my friend did this in school while our teacher was discussing she notices her doing THAT and called her ,0,0,0,0
3739,i can t fucking believe the police had to be contacted for tonight s show i better see everyone looking out for each other tonight,0,0,0,0
3381, t co zO28pO0AE0 n nsex rocco siffredi playboy strip glamour group strapon cu x89 t co hpSTPFc5Tg ,0,0,0,0
8861, SarahSpain MGolicJR57 mikefreemanNFL Gase won games with Osweiller amp Cutler magic right there ,0,0,0,0
10365,i heard there was a set of words that the kids memed and confused the olds but you dont really care for poems do you wel,0,0,0,0
6249, it x89 s folks wants chicken halloween cluck away x90 wanna be x89 t co ZGIh77jtuV ,0,0,0,0
5858,ava max is a fucking queen bitches you better listen to her music,1,0,0,1
7025, Kat extra kicks nWho while removing witchcraft nMasha ready let s discuss,0,0,0,0
2625, Big Boobs porno XTube pussy videos Video Lesbienne porno video XX x89 t co xZ8B0Jyr0F ,0,0,0,0
2343, kiingoqthefall fight fandoms shaming amp kidney jokes aren x89 t miley an x89 t co TyTZbs2ZIb ,0,0,0,0
3812, jeffsecblog running road running Hoping shoes might easi x89 t co mBMjdHoPXU ,0,0,0,0
4651, TINY amateur TRIED Creampie instead n t co GUbpi3Ktu5 scott c x89 t co TZKcgbjyOz ,0,0,0,0
10270,humility is not a virtue of the weak but of the strong who do not need to mistreat others to feel superior,0,0,0,0
3299,finished Katamari Forever and now I don t know if any other game will fulfil me like where do you even go after rolling up entire galaxies,0,0,0,0
4100,Heard you been doing business with the ppls fuck you amp all them niggas ,0,0,0,0
9875,did you know that we have created the first fully automated panel based platform in the worl,0,0,0,0
10021,get the spice girls outta here,1,0,1,0
8784, Ever Jalen sassy talked about Tyreek amp everybody callin trash gettin toast x89 t co lQTJWfuO4N ,0,0,0,0
6883,mentions rn n n1 4 people telling about Warren amp Monica we ll midterms something n n1 x89 t co 7xAaqlSLHM ,0,0,0,0
3412,RT MingGao26 Campaign finance felonies are public corruption and a US national security threat ,0,0,0,0
5364, This knows these chopped their feelings y all hasnt lasted this ,0,0,0,0
10166,he is asking about isra l and u respond about bakistan,0,0,0,0
9394, stephenahart geminimoon TJarmonWrites ava CraigTheBarber chanel hampton TimTebow jaredeasley joshuadubois ,0,0,0,0
3221,Lmao Zuck fucks us online and offline ,1,0,0,1
10508,ideally theyll just replace the ones im sending back and i wont need to spend any more money on a new pair,0,0,0,0
3897, ever listen safe dumbfoundead hyped busting drops stripper moves rig x89 t co cHPWhd8edV ,0,0,0,0
5476, SarahSpain What in the actual fuck,0,0,0,0
8878, For example bigger fully dressed won t,0,0,0,0
7101, parscale realDonaldTrump TheDemocrats Is this the same data realDonaldTrump campaign manager gave to Russian spies or ,0,0,0,0
3851,gotta shake moving x8f x89 x8d x89 x95 x8f ,0,0,0,0
10123,gt than celebrating amp also dont compare yourself with others because you have the courage to tackle everything,0,0,0,0
3790, Today happy birthday sassy little girl Mommy loves much t co yI1wb5N0zG ,0,0,0,0
8502,cutest little night couldnt sassy was ,0,0,0,0
8713, Little Savvy petite sassy amazing Savvy friendly learn Savvy dog x89 t co wEDpJDkJpF ,0,0,0,0
7212, museumqueer Damn You look great I ll see what s around me amp keep my fingers crossed ,0,0,0,0
9442,RT eyeeatbooks Male privilege is being able to publically cheat and niggas either blame your girl for being dumb enough to date you floo ,1,1,0,0
4157, x8d lacey fishnets fisting sloppy t co T8vBB4Ffu9 ,0,0,0,0
5685,RT BradBiggs Todd Bowles has not signed a contract with Buccaneers and is expected to choose between re joining Bruce Arians in Tampa Ba ,0,0,0,0
6365, ava What a brilliant documentary I watched it a couple weeks ago amp it still brings chills to my body when I see th ,0,0,0,0
5300, Sorry bitch thing offended always beetch stuff it x89 s habit oops it x89 s being sassy x89 t co TzaeTywaUX ,1,0,0,1
3975, BBCandice Moundiux racist piece should karate chopped neck BB20 t co QcNRnQ15nk ,0,0,0,0
6632, mistress suzzie factory Queen upholstery bitch stretch oh ,0,0,0,0
8146,parte n x89 I fuckin fuckin die x89 x9d transmite mucha paz ,0,0,0,0
8293,before wrestling These people personas argue Angela R x89 t co nr2AhUwPho ,0,0,0,0
7736,female couple years write world praise x8f x89 x8d x89 x95 x8f world,0,0,0,0
7870, Tragic Rebecca reveal Bails trial verdict Emmerdale spoilers t co rvy1nhqTLR MetroUK ,0,0,0,0
8114, LazyEverything divasano Not really Have been around this mess for 7yrs Seen more slut shaming age shaming amp bo ,0,0,0,0
2772, Happiest Birthday wishes babygirl x89 tells momma baby she x89 s Bailey little i x89 t co Ev0cDxW7Mh ,0,0,0,0
3337, SheRatesDogs I have a feeling he s also the type of guy to slut shame a girl if she used the same line he did,1,0,1,0
6733,RT SpainandFitz Welcome back jasonfitz to the show Jason amp SarahSpain continue to weed through all these coaching moves and what it al ,0,0,0,0
4251, H5rre61 Fame Monster17 ava is such a sweetheart and super fucking talented ugh we stan her ,0,0,0,0
5400, Altsurrealist KaijuKestral Apparently there episode where gamergate terrorists terrorized gamer and x89 t co WwiZJf2LNj ,0,0,0,0
2806,seeing flowers dates dated about f x89 t co bASvb2jUqg ,0,0,0,0
3802,going concerted effort society government scourge South Afric x89 t co 4pggfAMH5J ,0,0,0,0
6836, TheRealPianoBoy really arguing blatantly ignore credible facts continue along as x89 ,0,0,0,0
9169, NEO 2019 Let s serve as a shining example of adoption Don t just wait for it make the first moves AVA ,0,0,0,0
9596,and the big winner tonight is manus suit,0,0,0,0
6088,Just finished a call I m available now at Give me a call before I become busy again ,0,0,0,0
9478, Sassy Soda nosleepforyash don t white themselves oppressed while bathing x89 t co gvgxGGv1oX ,0,0,0,0
9617,arctic monkeys i tip my hat maam,0,0,0,0
9995,for iamp as a part of csr senior project we invited our ladies to secrets of beauty session in the wrocl,0,0,0,0
6667,When she switched her Twitter cover photo to a picture of a topless TLC after T Boz and Chilli came for her with so ,0,0,0,0
3398, Make Up Vice amp Jason Derulo feat Ava Max wavwax,0,0,0,0
9292, BrendaBrendamy As if I m sure when they were secretly messaging she told him she was this well famous model sin ,0,0,0,0
5332,RT sadgrooves humans are fucking disgusting we deserve nothing ,0,0,0,0
8589, t co 4GmTZ5LLXw n ncumshot playboy slime games fetish galleries network xvideo you x89 t co ThS3grbqXd ,0,0,0,0
5262,RT marisolll 5 Good fucking night lt 3,0,0,0,0
10453,i swear most of the people on this show are bitchy wankers,0,0,0,0
5580,RT PlanetPompeii Egg shells perfectly preserved in clay Very rare archaeological find from Pompeii now preserved in the Antiquarium of ,0,0,0,0
7825, mombot Whedon 2014 GamerGate means towards women t co ofBChIQMp1 n nJoss Whedon 2017 t co 0SSgbw x89 ,0,0,0,0
5233, NoHoesChriss gonna start going again I x89 d suggest you x89 re gonna TL x89 ,0,0,0,0
8793,subway they x89 ve meatballs stuff there called slut Success ,1,0,0,1
10451,i still have no idea what mkr means,0,0,0,0
3030,little choose hahaha DaddysGirl t co nwrLPVZ7ec ,0,0,0,0
7937, rawlins derek ekp BriannaWu AOC C mon now there are plenty of decent tech billionaires For example Um ,0,0,0,0
9871,did the ad just giveaway the bottom two,0,0,0,0
5906,RT winnerbowzer As a girl named Jane in the late 70s my fam had a lot of nicknames for me that all stemmed from the SNL phrase Jane y ,0,0,0,0
8985, ava America home of the free amp the brave and some wonder why We Kneel almost seems as if the pardon adds an ,0,0,0,0
8854,RT irishcharts This week s Official Irish Singles Chart sees seven songs reach new peaks incl MarkRonson amp MileyCyrus Nothing Breaks ,0,0,0,0
4287,Ahhhh Domestic politics The cure for all the Kremlin amp White House palace intrigue that anguishes me Thank you B ,0,0,0,0
10475,i want amy and tyson to win cause they are the best all round cooks from allison,0,0,0,0
7228,tired y all really doing everyday t co IFA8kiWxj8 ,0,0,0,0
8748, When really myself chopped hotdogs ramen x89 fuck up x89 x9d vibe ,0,0,0,0
4857, lesbian clips twins young school muscle white fiesta quickest cums x89 t co OHlgucgPIE ,0,0,0,0
7309,Ava has me wrapped around her finger it s ridic she ll start crying amp then stop as soon as she sees me coming to pick her up,0,0,0,0
5370, Cernovich dragged Gamergate flexed legal knowledge experience avalanche leftist hate ,0,0,0,0
9011,hotel months loopy Enjoy comfy service ,0,0,0,0
8236,RT garyfromteenmom did u fuckin touch my boom box,0,0,0,0
4545, What you ve allowed deeply disturbed house given unsupervised access own x89 t co LQnKf7LD1G ,0,0,0,0
10061,go greeks always the faves like helena and vicki,0,0,0,0
5864,Me amp ava binge watch American dad amp family guy lol,0,0,0,0
9771,check out my exciting new business venture,0,0,0,0
4349, SarahSpain At least he had the courage to ask amp i have to admire that When an actress announced on a talk sho ,0,0,0,0
8580,today n nHaven x89 t decided it x89 s though sassy funny bitch today x89 t co vMZKk1kdcE ,0,0,0,0
2619,nephew niece annoy they re together sassy ,0,0,0,0
9706,bro i m wearing a hat idk how tf she sees my hairline,0,0,0,0
9813,come on you guys can do it,0,0,0,0
9528,a woman who cant cook can just do as good as keeping a man as the woman who can cook if you ask me,1,1,0,0
3258,Chris Georggin worked for Rick DeVoe blink s manager Mark met him at a local movie theatre amp he would get Mark i ,0,0,0,0
7063, Anyways Helel fucked up and left me friendless and sad a novel by Ava who s only had one friend in her life Go eat dirt and die ooc,0,0,0,0
9759,cathy you need to bitch slap your daughter,1,0,1,0
8722,RT AnneRabbitte Thoroughly enjoyed these students from PresHeadford amp teacher jtgalwayjtgalway regarding changes to the Junior Cert Sci ,0,0,0,0
2971, beccaflamingo i was once trapped by a salesperson for an essential oil co and she went on and on abt how ingestibl ,0,0,0,0
5394,Nu on air Vice amp Jason Derulo ft Ava Max Make Up ,0,0,0,0
2840, goon villains n nme background bitch fuck ,0,0,0,0
4527,repackage gonna crush comeback imagine going x89 finally stage x89 x9d ,0,0,0,0
9963,exclusive s next directorial project is a husbandwifedaughter film which is a tough and challenging narrative,0,0,0,0
4383, hunghoseok The guy in the background saying I can t tell if I m hungry because I m hungry or if I m hungry beca ,0,0,0,0
5884,I see girls saying that eGirls make men take women in gaming cosplay etc less seriously but your the one encourag ,0,0,0,0
7797,water after toner i x89 ll spritz x89 anything i x89 t co upEATeYPXK ,0,0,0,0
9940,even if your skinny and dont eat doesnt mean that your healthy eat the damn food,0,0,0,0
4640, Big Jet Kun BeyondPhere issue people because bethesda thi x89 t co K3KSPtxeKw ,0,0,0,0
2421,RT michaeldweiss I d pay close attention to the financing of this campaign ,0,0,0,0
7970, MissConduct college crush straight years Thinking nothing would I x89 t co Jby3Waigt6 ,0,0,0,0
6213, This magic x89 x81 NoahB9272 x89 x81 x8f x8f x8f x89 x9d x95 x8f t co o3d4oWrmvF ,0,0,0,0
4285, Baby finally asleep change tablet cuddling little medicine x89 t co SHewAUtTv1 ,0,0,0,0
9544,after seeing a lot of rants fam i feel the need to make one thing clear security is there to support the business the busi,0,0,0,0
5666,stink they re driving insane wants won t because ca x89 t co Mq92tthlqR ,0,0,0,0
7546,Change my ava amp name to celebrate Hyuk s solo ,0,0,0,0
10378,i just lost points for a win fuck yes no better feeling then climbing the ranks,0,0,0,0
3748, Ifeade Lu Downfall caused multiple girlfriends spiritual encounter every spirit excuse x89 ,0,0,0,0
10559,im definitely not relaxing but its mostly because i stayed up until sunrise on friday so yesterday was,0,0,0,0
6588,Olivia isn t everyone s women Twitter about do x89 t co 9JQHKf7bw9 ,0,0,0,0
10441,i really would like to see the boys get through this challenge go miner boys,0,0,0,0
10258,how have josh and amy got the balls to criticise anyone after their disaster alyse and matt better be bloody good,0,0,0,0
4521, Right time it x89 s hours ladies gentlemen shaming analysis intimacy issues ,0,0,0,0
9183,RT Mackenziex1431 Retweet if you d give me your hard cock from behind horny tits daddysgirl sugarbaby sugardaddy nudes DMme cums ,0,0,0,0
7517,RT ErebusHypnos9 IBTimes Please enlighten me IBTimes How is the CharlatanDuchess amp the disgusting manner she treats her father though ,0,0,0,0
3775, SarahSpain love the segment with Mina amp addressing the topic head on,0,0,0,0
2744,RT SMarie4THiddy NTR With it being ThrowbackThursday amp FantasticFourWeek I couldn t help but pull out a few pics of these guys Chick ,0,0,0,0
9370,That also mean Bibury regardless of when everyone in girlhood or future adulthood she are real Green tea Bitch and ,1,0,0,1
5083,Sweet but Psycho Ava Max Cover Fingerstyle Guitar Subscribe Comment amp Follow gt andywfoy Superdawg,0,0,0,0
10321,i dont like seafood at all and that looks amazing,0,0,0,0
3605, You fucking shaming grabe kakatol imong pepe Haaay whats wrong world ,0,0,0,0
10275,i added a video to a playlist full chakra healing spa music w binaural beats isochronic tones,0,0,0,0
3248, 17emilyjohnson stfusnar leelaelliott gaytalo I m not slut shaming Infact one of the girls said she loves the w ,0,0,0,0
10428,i only let spite dictate a cool of the things i do another goes to proving ppl wrong,0,0,0,0
7720,RT Trump454545 OMG Italy I m in awe of Salvini If you re requesting asylum amp in the meantime deal drugs strike a police officer mug ,0,0,0,0
4996, english dubbed hentai lesbian massage throat irish drunk japanese amateur unbelievable deepthroat x89 t co TbsA69X1Ej ,0,0,0,0
10220,hope nev and kell can cook a great main and dessert,0,0,0,0
8629, the prevalence sexual assault violence South Africa being dubbed x89 the capital world x89 x9d x89 t co 7rV3dZB6VN ,1,0,1,0
3553,it s literally what you deserve for slut shaming and body shaming jesy and the girls calling jesy fat when she s i ,1,0,0,1
10134,hahahaha would probably be enticed by this pickup line if he weren t married,0,0,0,0
5708, Hehe funny dying chopped dumped someone already lomma nafin new ,0,0,0,0
6028, nathanvarni MichelleAltman1 valentinifrank I hope Franco gets to express his grief amp how his last day with Kiki ,0,0,0,0
8156, medusa girlie minding business chopped shit ,0,0,0,0
8978, thotwins You rock SWEET BUT PSYCHO by AVA MAX is playing next on HOT 107 9 Listen amp Vote 4 More ,0,0,0,0
7791,RT ssarahnnguyen American Asian side of Twitter full of girls complementing each other supporting and hyping each other up Australia ,0,0,0,0
4811,Reese Witherspoon posed for her Vogue cover story with her mom Betty amp daughter Ava ,0,0,0,0
3565, WeLoveTrans ceceaddams Samuel Verson1 Tgirlfan69 TGirlsAddict jockosrocket BiGirLz00 ShemaleSurfer2 ,0,0,0,0
6944, UraSwallow What a well trained Gorgeous girl ,1,1,0,0
9897,dont let the past blackmail your present to ruin a beautiful future,0,0,0,0
6454,TRYING TO DEFEND THIS PIECE OF SHIT FATHER AND HUSBAND FOR RAPING A CHILD she has to deal with all ages calling he ,1,0,1,0
10000,for those that may be interested in that clay art pop up spot it s on spring st it s,0,0,0,0
9145, donlemon maddow REALLY and now free campaign advertisment and lies will be given to Trump abcnews NBCNews YO ,0,0,0,0
3119,Can someone make me a fucking dentist appt,0,0,0,0
10315,i dont care about jess all i care about is that osso bucco,0,0,0,0
2344, NoraReed TotalBiscuit middle GamerGate dunno y all expecting ,0,0,0,0
8002, BriannaWu Boycott all their stations Everyone turn off TV or go on a Netflix binge Ratings amp money matter more than our country ,0,0,0,0
2329, Got I x89 m settled nothing wrong having then Really don x89 t slu x89 t co 2Prfd73z5W ,0,0,0,0
7865, Goss TheBrand Who Chopped U still ugly ,0,0,0,0
2289, pawgslut CumshotsVids Such a good girl ,1,0,0,1
3771,these girls really out here sleeping with people knowing they are in a relationship or something and I want to thro ,0,0,0,0
9592,and nonothing will come of trumps most rich people and politicians are like that backroom deals and,0,0,0,0
4882,anyone surprised Trump doesn t about journalist chopped pieces foreign governme x89 t co lUwghVpV91 ,0,0,0,0
5178, Halloween dress total other girls anything e x89 t co sulK2n1Sqi ,0,0,0,0
3670, VampWriterGRRL everyone doing again help Please story x89 ,0,0,0,0
7112, digimon sites t co VUeZTTJbVY cameroon pornographic crash movies h x89 t co qLt0DAkbC8 ,0,0,0,0
10366,i hesitate to ever call myself a sme on anythingexcept hugs im a goddamn phd in hugging,0,0,0,0
4646, BullHunitProof Amber other half start g x89 t co UFrg3zLgR7 ,0,0,0,0
8716, suefoster60 Oh thanks Sue Think Ava amp I can go and hour amp half with out killing each other now to save my phone battery ,0,0,0,0
2941, jmlgbt slut drops nonbinary namjoon trans yoonji ,0,0,0,0
7868, MsAvaArmstrong Right Ava And it s partly because they make money from conflicts Corruption is rampant and it s n ,0,0,0,0
9857,david feeding betty some sauce to shut her up good idea,0,0,0,0
5875,spunky sassy talented smart sweet soccer dance loving years today Happy Bir x89 t co vXSCSl4TGj ,0,0,0,0
6957,In conclusion I love t p so fucking much my heart can t handle it and I m crying bc I love them and I got to see th ,0,0,0,0
6368,Slapped a boy for calling a girl a slut ,1,0,1,0
2711, Got super sassy savage smart going x89 x9d x95 x8f ,0,0,0,0
7102, KiranKp84049604 serious Conversation turn s Sexting t co U6g6KOve7m ,0,0,0,0
3335, It never happened Miss Padgett You amp your family are liars But Mrs Norma Padgett is sticking to her lie ,0,0,0,0
4267, molaspacini tristan constantly pushed zoe to out herself to be just like him openly gay knowing how afraid she w ,0,0,0,0
7709,Who are the unsung heros that take entire rolls of toilet paper out of the stalls of Fisher so that people can blow their noses ,0,0,0,0
9634,as in if their contract states that they must play for the o,0,0,0,0
8373, EyakwaZulu nurse Someone working fucking health victim blaming shaming survivors health system is x89 ,0,0,0,0
